Target,EventIndex,Group,EventTime,IETTA,DTA,IEVTA,LocalEventKey,Fraction,ConsigneeZipCut3,ConsignorZipCut2,ServiceCode,Hour,Day,LocationLatEnum,LocationLonEnum,LocationKey,EventCode,IETTAHours,DTAC,FractionC,TTATA
in_time,5,8,1671418320,848,36,2,FIN|S,5,FIN|031,FIN|01,SC|18,2AM,Mon,LAT602,LON249,DEPOT|1610,EC|z99,H14,M3,F0,521
in_time,6,8,1671418320,848,36,2,FIN|NA,5,FIN|031,FIN|01,SC|18,2AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H14,M3,F0,521
in_time,7,8,1671422940,771,36,2,FIN|NA,96,FIN|031,FIN|01,SC|18,4AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H12,M3,F9,444
in_time,8,8,1671423000,770,36,2,FIN|S,97,FIN|031,FIN|01,SC|18,4AM,Mon,LAT602,LON249,DEPOT|1610,EC|z99,H12,M3,F9,443
in_time,9,8,1671423060,769,36,2,FIN|NA,98,FIN|031,FIN|01,SC|18,4AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H12,M3,F9,442
in_time,10,8,1671423120,768,36,2,FIN|NA,99,FIN|031,FIN|01,SC|18,4AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H12,M3,F9,441
in_time,11,8,1671433380,597,36,3,FIN|5,300,FIN|031,FIN|01,SC|18,7AM,Mon,LAT602,LON249,DEPOT|1610,EC|113,H9,M3,F30,270
in_time,12,8,1671449580,327,36,6,FIN|6,616,FIN|031,FIN|01,SC|18,11AM,Mon,LAT602,LON249,DEPOT|1610,EC|21,H5,M3,F61,0
in_time,2,9,1671418140,851,36,2,FIN|NA,0,FIN|031,FIN|01,SC|18,2AM,Mon,LAT602,LON249,HUB|485,EC|31,H14,M3,F0,524
in_time,3,9,1671418200,850,0,0,FIN|NA,1,FIN|031,FIN|01,SC|18,2AM,Mon,NA,NA,NA|NA,EC|z53,H14,M,F0,523
in_time,4,9,1671418200,850,36,2,FIN|NA,1,FIN|031,FIN|01,SC|18,2AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H14,M3,F0,523
in_time,5,9,1671418320,848,36,2,FIN|S,3,FIN|031,FIN|01,SC|18,2AM,Mon,LAT602,LON249,DEPOT|1610,EC|z99,H14,M3,F0,521
in_time,6,9,1671418320,848,36,2,FIN|NA,3,FIN|031,FIN|01,SC|18,2AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H14,M3,F0,521
in_time,7,9,1671420600,810,36,2,FIN|NA,48,FIN|031,FIN|01,SC|18,3AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H13,M3,F4,483
in_time,8,9,1671420660,809,36,2,FIN|S,49,FIN|031,FIN|01,SC|18,3AM,Mon,LAT602,LON249,DEPOT|1610,EC|z99,H13,M3,F4,482
in_time,9,9,1671422700,775,36,2,FIN|NA,89,FIN|031,FIN|01,SC|18,4AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H12,M3,F8,448
in_time,10,9,1671422880,772,36,2,FIN|NA,92,FIN|031,FIN|01,SC|18,4AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H12,M3,F9,445
in_time,11,9,1671433380,597,36,3,FIN|5,298,FIN|031,FIN|01,SC|18,7AM,Mon,LAT602,LON249,DEPOT|1610,EC|113,H9,M3,F29,270
in_time,12,9,1671449580,327,36,6,FIN|6,615,FIN|031,FIN|01,SC|18,11AM,Mon,LAT602,LON249,DEPOT|1610,EC|21,H5,M3,F61,0
in_time,1,10,1671408660,1009,39,2,FIN|NA,0,FIN|058,FIN|01,SC|18,12AM,Mon,LAT602,LON249,HUB|485,EC|31,H16,M3,F0,836
in_time,2,10,1671408720,1008,0,0,FIN|NA,0,FIN|058,FIN|01,SC|18,12AM,Mon,NA,NA,NA|NA,EC|z53,H16,M,F0,835
in_time,3,10,1671408720,1008,39,2,FIN|NA,0,FIN|058,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H16,M3,F0,835
in_time,4,10,1671408780,1007,39,2,FIN|S,1,FIN|058,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z99,H16,M3,F0,834
in_time,5,10,1671408780,1007,39,2,FIN|NA,1,FIN|058,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H16,M3,F0,834
in_time,6,10,1671417540,861,39,2,FIN|NA,146,FIN|058,FIN|01,SC|18,2AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H14,M3,F14,688
in_time,7,10,1671417600,860,39,2,FIN|S,147,FIN|058,FIN|01,SC|18,2AM,Mon,LAT602,LON249,DEPOT|1610,EC|z99,H14,M3,F14,687
in_time,8,10,1671417660,859,39,2,FIN|NA,148,FIN|058,FIN|01,SC|18,2AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H14,M3,F14,686
in_time,9,10,1671428340,681,39,3,FIN|5,325,FIN|058,FIN|01,SC|18,5AM,Mon,LAT602,LON249,DEPOT|1610,EC|113,H11,M3,F32,508
in_time,10,10,1671458820,173,39,13,FIN|6,828,FIN|058,FIN|01,SC|18,2PM,Mon,LAT602,LON249,DEPOT|1610,EC|21,H2,M3,F82,0
in_time,1,11,1671408720,1008,12,0,FIN|NA,0,FIN|001,FIN|01,SC|18,12AM,Mon,LAT602,LON249,HUB|485,EC|31,H16,M1,F0,815
in_time,2,11,1671408780,1007,0,0,FIN|NA,0,FIN|001,FIN|01,SC|18,12AM,Mon,NA,NA,NA|NA,EC|z53,H16,M,F0,814
in_time,3,11,1671408780,1007,12,0,FIN|NA,0,FIN|001,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H16,M1,F0,814
in_time,4,11,1671408840,1006,12,0,FIN|NA,1,FIN|001,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H16,M1,F0,813
in_time,5,11,1671408900,1005,12,0,FIN|S,2,FIN|001,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z99,H16,M1,F0,812
in_time,6,11,1671409200,1000,12,0,FIN|NA,7,FIN|001,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H16,M1,F0,807
in_time,7,11,1671409380,997,12,0,FIN|NA,10,FIN|001,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H16,M1,F1,804
in_time,8,11,1671429540,661,12,1,FIN|5,344,FIN|001,FIN|01,SC|18,5AM,Mon,LAT602,LON249,DEPOT|1610,EC|113,H11,M1,F34,468
in_time,9,11,1671457620,193,12,3,FIN|6,808,FIN|001,FIN|01,SC|18,1PM,Mon,LAT602,LON249,DEPOT|1610,EC|21,H3,M1,F80,0
in_time,1,12,1671408360,1014,9,0,FIN|NA,0,FIN|026,FIN|01,SC|18,12AM,Mon,LAT602,LON249,HUB|485,EC|31,H16,M0,F0,512
in_time,2,12,1671408420,1013,0,0,FIN|NA,0,FIN|026,FIN|01,SC|18,12AM,Mon,NA,NA,NA|NA,EC|z53,H16,M,F0,511
in_time,3,12,1671408420,1013,9,0,FIN|NA,0,FIN|026,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H16,M0,F0,511
in_time,4,12,1671408480,1012,9,0,FIN|NA,1,FIN|026,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H16,M0,F0,510
in_time,5,12,1671408540,1011,9,0,FIN|S,2,FIN|026,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z99,H16,M0,F0,509
in_time,6,12,1671409080,1002,9,0,FIN|NA,11,FIN|026,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H16,M0,F1,500
in_time,7,12,1671425760,724,9,0,FIN|NA,285,FIN|026,FIN|01,SC|18,4AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H12,M0,F28,222
in_time,8,12,1671432420,613,9,0,FIN|5,395,FIN|026,FIN|01,SC|18,6AM,Mon,LAT602,LON249,DEPOT|1610,EC|113,H10,M0,F39,111
in_time,9,12,1671439080,502,9,1,FIN|6,504,FIN|026,FIN|01,SC|18,8AM,Mon,LAT602,LON249,DEPOT|1610,EC|21,H8,M0,F50,0
in_time,1,13,1671409080,1002,7,0,FIN|NA,0,FIN|002,FIN|01,SC|18,12AM,Mon,LAT602,LON249,HUB|485,EC|31,H16,M0,F0,514
in_time,2,13,1671409140,1001,0,0,FIN|NA,0,FIN|002,FIN|01,SC|18,12AM,Mon,NA,NA,NA|NA,EC|z53,H16,M,F0,513
in_time,3,13,1671409140,1001,7,0,FIN|NA,0,FIN|002,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H16,M0,F0,513
in_time,4,13,1671409260,999,7,0,FIN|NA,2,FIN|002,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H16,M0,F0,511
in_time,5,13,1671409320,998,7,0,FIN|S,3,FIN|002,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z99,H16,M0,F0,510
in_time,6,13,1671409500,995,7,0,FIN|NA,6,FIN|002,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H16,M0,F0,507
in_time,7,13,1671409560,994,7,0,FIN|NA,7,FIN|002,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H16,M0,F0,506
in_time,8,13,1671429960,654,7,0,FIN|5,347,FIN|002,FIN|01,SC|18,6AM,Mon,LAT602,LON249,DEPOT|1610,EC|113,H10,M0,F34,166
in_time,9,13,1671439920,488,7,0,FIN|6,512,FIN|002,FIN|01,SC|18,8AM,Mon,LAT602,LON249,DEPOT|1610,EC|21,H8,M0,F51,0
in_time,1,14,1671409080,1002,7,0,FIN|NA,0,FIN|003,FIN|01,SC|18,12AM,Mon,LAT602,LON249,HUB|485,EC|31,H16,M0,F0,727
in_time,2,14,1671409140,1001,0,0,FIN|NA,0,FIN|003,FIN|01,SC|18,12AM,Mon,NA,NA,NA|NA,EC|z53,H16,M,F0,726
in_time,3,14,1671409140,1001,7,0,FIN|NA,0,FIN|003,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H16,M0,F0,726
in_time,4,14,1671409200,1000,7,0,FIN|NA,1,FIN|003,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H16,M0,F0,725
in_time,5,14,1671409260,999,7,0,FIN|S,2,FIN|003,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z99,H16,M0,F0,724
in_time,6,14,1671409380,997,7,0,FIN|NA,4,FIN|003,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H16,M0,F0,722
in_time,7,14,1671409560,994,7,0,FIN|NA,7,FIN|003,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H16,M0,F0,719
in_time,8,14,1671429180,667,7,0,FIN|5,334,FIN|003,FIN|01,SC|18,5AM,Mon,LAT602,LON249,DEPOT|1610,EC|113,H11,M0,F33,392
in_time,9,14,1671452700,275,7,1,FIN|6,725,FIN|003,FIN|01,SC|18,12PM,Mon,LAT602,LON249,DEPOT|1610,EC|21,H4,M0,F72,0
in_time,1,15,1671408900,1005,7,0,FIN|NA,0,FIN|002,FIN|01,SC|18,12AM,Mon,LAT602,LON249,HUB|485,EC|31,H16,M0,F0,554
in_time,2,15,1671408960,1004,7,0,FIN|S,0,FIN|002,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z99,H16,M0,F0,553
in_time,3,15,1671408960,1004,7,0,FIN|NA,0,FIN|002,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H16,M0,F0,553
in_time,4,15,1671408960,1004,7,0,FIN|NA,0,FIN|002,FIN|01,SC|18,12AM,Mon,LAT602,LON249,HUB|485,EC|31,H16,M0,F0,553
in_time,5,15,1671417180,867,7,0,FIN|410,137,FIN|002,FIN|01,SC|18,2AM,Mon,LAT602,LON249,DEPOT|1610,EC|z99,H14,M0,F13,416
in_time,6,15,1671418260,849,0,0,FIN|NA,155,FIN|002,FIN|01,SC|18,2AM,Mon,NA,NA,NA|NA,EC|z53,H14,M,F15,398
in_time,7,15,1671418260,849,7,0,FIN|NA,155,FIN|002,FIN|01,SC|18,2AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H14,M0,F15,398
in_time,8,15,1671418320,848,7,0,FIN|NA,156,FIN|002,FIN|01,SC|18,2AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H14,M0,F15,397
in_time,9,15,1671418380,847,7,0,FIN|S,157,FIN|002,FIN|01,SC|18,2AM,Mon,LAT602,LON249,DEPOT|1610,EC|z99,H14,M0,F15,396
in_time,10,15,1671422640,776,7,0,FIN|NA,227,FIN|002,FIN|01,SC|18,4AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H12,M0,F22,325
in_time,11,15,1671422760,774,7,0,FIN|NA,229,FIN|002,FIN|01,SC|18,4AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H12,M0,F22,323
in_time,12,15,1671430080,652,7,0,FIN|5,351,FIN|002,FIN|01,SC|18,6AM,Mon,LAT602,LON249,DEPOT|1610,EC|113,H10,M0,F35,201
in_time,13,15,1671442140,451,7,0,FIN|6,551,FIN|002,FIN|01,SC|18,9AM,Mon,LAT602,LON249,DEPOT|1610,EC|21,H7,M0,F55,0
in_time,1,16,1671409140,1001,39,2,FIN|NA,0,FIN|058,FIN|01,SC|18,12AM,Mon,LAT602,LON249,HUB|485,EC|31,H16,M3,F0,824
in_time,2,16,1671409200,1000,0,0,FIN|NA,0,FIN|058,FIN|01,SC|18,12AM,Mon,NA,NA,NA|NA,EC|z53,H16,M,F0,823
in_time,3,16,1671409200,1000,39,2,FIN|NA,0,FIN|058,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H16,M3,F0,823
in_time,4,16,1671409260,999,39,2,FIN|S,1,FIN|058,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z99,H16,M3,F0,822
in_time,5,16,1671409260,999,39,2,FIN|NA,1,FIN|058,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H16,M3,F0,822
in_time,6,16,1671412200,950,39,2,FIN|NA,50,FIN|058,FIN|01,SC|18,1AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H15,M3,F5,773
in_time,7,16,1671428220,683,39,3,FIN|5,317,FIN|058,FIN|01,SC|18,5AM,Mon,LAT602,LON249,DEPOT|1610,EC|113,H11,M3,F31,506
in_time,8,16,1671458580,177,39,13,FIN|6,823,FIN|058,FIN|01,SC|18,2PM,Mon,LAT602,LON249,DEPOT|1610,EC|21,H2,M3,F82,0
in_time,1,17,1671409320,998,39,2,FIN|NA,0,FIN|058,FIN|01,SC|18,12AM,Mon,LAT602,LON249,HUB|485,EC|31,H16,M3,F0,825
in_time,2,17,1671409380,997,0,0,FIN|NA,1,FIN|058,FIN|01,SC|18,12AM,Mon,NA,NA,NA|NA,EC|z53,H16,M,F0,824
in_time,3,17,1671409380,997,39,2,FIN|NA,1,FIN|058,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H16,M3,F0,824
in_time,4,17,1671409440,996,39,2,FIN|NA,2,FIN|058,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H16,M3,F0,823
in_time,5,17,1671409500,995,39,2,FIN|S,3,FIN|058,FIN|01,SC|18,12AM,Mon,LAT602,LON249,DEPOT|1610,EC|z99,H16,M3,F0,822
in_time,6,17,1671412200,950,39,2,FIN|NA,48,FIN|058,FIN|01,SC|18,1AM,Mon,LAT602,LON249,DEPOT|1610,EC|z5C,H15,M3,F4,777
in_time,7,17,1671428460,679,39,3,FIN|5,319,FIN|058,FIN|01,SC|18,5AM,Mon,LAT602,LON249,DEPOT|1610,EC|113,H11,M3,F31,506
in_time,8,17,1671458820,173,39,13,FIN|6,826,FIN|058,FIN|01,SC|18,2PM,Mon,LAT602,LON249,DEPOT|1610,EC|21,H2,M3,F82,0
in_time,1,18,1671409020,1003,8,0,FIN|NA,0,FIN|017,FIN|01,SC|18,12AM,Mon,LAT602,LON249,HUB|485,EC|31,H16,M0,F0,807
in_time,2,18,1671409080,1002,0,0,FIN|NA,0,FIN|017,FIN|01,SC|18,12AM,Mon,NA,NA,NA|NA,EC|z53,H16,M,F0,806
